Date,Close,High,Low,Open,Volume,Ticker
2022-07-29,160.15370178222656,161.25747271207914,157.18735030288008,158.90212681060993,101786900,AAPL
2022-08-01,159.16818237304688,161.2180252437156,158.5571768672624,158.6754321167576,67829400,AAPL
2022-08-02,157.68997192382812,160.0551827813026,157.31549185882793,157.77867842117527,59907000,AAPL
2022-08-03,163.7212371826172,164.17455908657996,158.41923856963987,158.50793002421338,82507500,AAPL
2022-08-04,163.4058837890625,164.76587969298566,162.04588788513934,163.60298093980023,55474100,AAPL
2022-08-05,163.17889404296875,163.6723288419394,160.85974446443265,161.06699370571175,56697000,AAPL
2022-08-08,162.70518493652344,165.60658394853183,162.04398411639912,164.18548932563507,60276900,AAPL
2022-08-09,162.75454711914062,163.64273887329983,161.10647654738344,161.8663704234178,63135500,AAPL
2022-08-10,167.017822265625,167.11650019395563,164.7085358778416,165.4782929876242,70170500,AAPL
2022-08-11,166.2776641845703,168.74483818248612,165.9816002931334,167.8270416248752,57149200,AAPL
2022-08-12,169.8402557373047,169.9093287754835,167.17569590306385,167.59019436587388,68039400,AAPL
2022-08-15,170.9159698486328,171.11334078167582,169.10013317113808,169.26789921714646,54091700,AAPL
2022-08-16,170.75802612304688,171.4291052045612,169.406019744618,170.51130875130826,56377100,AAPL
2022-08-17,172.2581024169922,173.83708484024334,170.30410470369227,170.50147562429416,79542000,AAPL
2022-08-18,171.8633575439453,172.60350984182352,170.8468829262009,171.46861567511843,62290100,AAPL
2022-08-19,169.26785278320312,171.45870417338608,169.06060357237703,170.75802023609415,70346300,AAPL
2022-08-22,165.36973571777344,167.62966033417896,164.94537398602955,167.4618943197239,69026800,AAPL
2022-08-23,165.03419494628906,166.49477276056035,164.46180878530728,164.88617053329148,54147100,AAPL
2022-08-24,165.33023071289062,165.90261677652632,164.06703907536092,165.1229965699385,53841500,AAPL
2022-08-25,167.79742431640625,167.9059805666135,166.13949074062336,166.56383740879377,51218200,AAPL
2022-08-26,161.4716033935547,168.80405254539968,161.4123936253421,168.3303593412636,78961000,AAPL
2022-08-29,159.260986328125,160.76101695274346,157.72147249534552,159.03399552727873,73314000,AAPL
2022-08-30,156.8234405517578,160.4255083111715,155.64906340226676,160.00116164152158,77906200,AAPL
2022-08-31,155.1556396484375,158.47152210531658,155.07668827346,158.20506309707196,87991100,AAPL
2022-09-01,155.88592529296875,156.3398768664933,152.6391159459931,154.58325022090398,74229900,AAPL
2022-09-02,153.76414489746094,158.2544044411162,152.93517807481416,157.65241340262483,76957800,AAPL
2022-09-06,152.50096130371094,155.02734512371137,151.67199443622994,154.41549077748996,73714800,AAPL
2022-09-07,153.91220092773438,154.61286996329966,151.59305117128892,152.78717010211398,87449600,AAPL
2022-09-08,152.431884765625,154.3069309788549,150.6752430270464,152.60951406525444,84923800,AAPL
2022-09-09,155.3036651611328,155.74776853082005,152.71807161072002,153.42861893209738,68028800,AAPL
2022-09-12,161.28408813476562,162.10319169268726,157.20832701154205,157.49451256385936,104956000,AAPL
2022-09-13,151.82003784179688,158.4320621166019,151.35620785732317,157.80046608261773,122656600,AAPL
2022-09-14,153.2707061767578,155.0372110898694,151.59303096684667,152.75752979849568,87965400,AAPL
2022-09-15,150.36932373046875,153.2016498653033,149.39233241450626,152.61938532747467,90481100,AAPL
2022-09-16,148.72125244140625,149.36272674550892,146.4218443622924,149.22456559759132,162278800,AAPL
2022-09-19,152.4516143798828,152.530565756339,147.142266074514,147.34950026158054,81474200,AAPL
2022-09-20,154.83981323242188,156.00432703299086,151.06997970170357,151.38577010052077,107689800,AAPL
2022-09-21,151.7015838623047,156.65567307047792,151.58316433856976,155.2740467070239,101696800,AAPL
2022-09-22,150.73448181152344,152.44176215818038,148.9285084725313,150.37920812092767,86652500,AAPL
2022-09-23,148.45477294921875,149.4811256708757,146.60933178685332,149.20480341314504,96029900,AAPL
2022-09-26,148.7903289794922,151.750937683408,147.67516154898482,147.69490315670595,93339400,AAPL
2022-09-27,149.767333984375,152.68847479986027,147.98110231146464,150.734477091982,84442700,AAPL
2022-09-28,147.8725128173828,148.66201137862302,142.93816563267225,145.7014030677967,146691400,AAPL
2022-09-29,140.6091766357422,144.79350916804302,138.83280834097133,144.18165483368003,128138200,AAPL
2022-09-30,136.38539123535156,141.22106186093816,136.18802030456854,139.42495175640798,124925300,AAPL
2022-10-03,140.57957458496094,141.1914439900878,135.88208060719077,136.39525702678367,114311700,AAPL
2022-10-04,144.18167114257812,144.30009068947933,142.36581942561767,143.125713321253,87830100,AAPL
2022-10-05,144.47769165039062,145.44483462169993,141.13220458118386,142.17829892107557,79471000,AAPL
2022-10-06,143.52044677734375,145.60274235287363,143.31321258240413,143.895462065149,68402200,AAPL
2022-10-07,138.25054931640625,141.2210362492612,137.61895341738395,140.66837666148692,85925600,AAPL
2022-10-10,138.57623291015625,140.0269324842531,136.75053311295184,138.57623291015625,74899000,AAPL
2022-10-11,137.15512084960938,139.49401183769913,136.40510543994947,138.06303899554518,77033700,AAPL
2022-10-12,136.52352905273438,138.51700974724292,136.3458997629281,137.30316442493086,70433700,AAPL
2022-10-13,141.1125030517578,141.70461583345536,132.60567604457702,133.21754549496526,113224000,AAPL
2022-10-14,136.56301879882812,142.62239748423457,136.37551116721934,142.41514824444727,88598000,AAPL
2022-10-17,140.54010009765625,141.02365655306738,138.4281998048671,139.21769847828358,85250900,AAPL
2022-10-18,141.86253356933594,144.77379646394078,138.7637630036198,143.57969244018685,99136600,AAPL
2022-10-19,141.97105407714844,143.0467382727137,139.6420413366173,139.82954896048238,61758300,AAPL
2022-10-20,141.50726318359375,143.9744377387568,140.77697409422765,141.14212616812992,64522000,AAPL
2022-10-21,145.33627319335938,145.90865930136042,140.77692593540152,140.99403842665825,86548600,AAPL
2022-10-24,147.4876708984375,148.25742804538453,144.08297350872007,145.25735083913412,75981900,AAPL
2022-10-25,150.33970642089844,150.4877458912043,147.39883932372416,148.11924989222194,74732300,AAPL
2022-10-26,147.3889617919922,149.99429659795183,146.0961501334883,148.97782224560154,88194300,AAPL
2022-10-27,142.89869689941406,147.09289198935082,142.23749618636535,146.12576416144415,109180200,AAPL
2022-10-28,153.69508361816406,155.43196876876547,145.87907785280416,146.25407807739884,164762400,AAPL
2022-10-31,151.32659912109375,152.21479090339474,149.92524592690708,151.1489697996957,97943200,AAPL
2022-11-01,148.67190551757812,153.4088828100258,147.17187450407766,153.04374586124993,80379300,AAPL
2022-11-02,143.1256866455078,150.1719344831505,143.0960817643003,146.9942133937789,93604600,AAPL
2022-11-03,137.0564422607422,140.92496892991684,136.92814440584334,140.19468007204958,97918500,AAPL
2022-11-04,136.78956604003906,141.03025327243037,132.83553912246873,140.45691755937278,140814800,AAPL
2022-11-07,137.32333374023438,137.55068603269024,134.11068732115655,135.5341392248018,83374600,AAPL
2022-11-08,137.8966827392578,139.80449340378323,135.90978972981833,138.79622744381308,89908500,AAPL
2022-11-09,133.31991577148438,136.95762887030236,133.04313505654818,136.90820051047422,74917800,AAPL
2022-11-10,145.1819610595703,145.1819610595703,137.89667216677097,139.61667909909517,118854000,AAPL
2022-11-11,147.9794464111328,148.28588106740983,142.71070401695297,144.1440507641814,93979700,AAPL
2022-11-14,146.5757598876953,148.5527731206919,145.73552323030617,147.25783186642536,73374100,AAPL
2022-11-15,148.31553649902344,151.82473825025608,146.85255082741247,150.47048891741846,89868300,AAPL
2022-11-16,147.07989501953125,148.14748399123684,145.5971350727314,147.41599873753398,64218300,AAPL
2022-11-17,148.98773193359375,149.73899160011717,144.47024904717685,144.747029718181,80389400,AAPL
2022-11-18,149.55117797851562,150.9449761011956,148.24635692578445,150.55945907613687,74829600,AAPL
2022-11-21,146.30886840820312,148.6417447784354,146.02220810744817,148.43416682216127,58724100,AAPL
2022-11-22,148.45388793945312,148.69113491191737,145.24124205229543,146.42746183120556,51804100,AAPL
2022-11-23,149.33372497558594,150.08498469071404,147.62359740352187,147.73233375155243,58301400,AAPL
2022-11-25,146.40769958496094,147.16885381990136,145.42907271146612,146.60539786998885,35195900,AAPL
2022-11-28,142.56243896484375,144.95462339373816,141.73209694821898,143.47186332830165,69246000,AAPL
2022-11-29,139.54750061035156,143.1456646936347,138.73693289245665,142.6316369436181,83763800,AAPL
2022-11-30,146.32862854003906,147.01070049689147,138.93460350915308,139.77482505617792,111380900,AAPL
2022-12-01,146.6054229736328,147.41600568948158,144.92496463802755,146.5065813559001,71250400,AAPL
2022-12-02,146.11114501953125,146.29896367002118,143.97596733513902,144.2824170237034,65447400,AAPL
2022-12-05,144.94476318359375,149.1854509024183,144.09464669546583,146.0716603810268,68826400,AAPL
2022-12-06,141.26748657226562,145.60703008872727,140.28885957535718,145.3796777864446,64727200,AAPL
2022-12-07,139.3201446533203,141.72220883121116,138.3909458890047,140.55577809875786,69721100,AAPL
2022-12-08,141.01046752929688,141.87047857115377,139.47829428917862,140.7238072376209,62128300,AAPL
2022-12-09,140.52610778808594,143.89691905591846,139.28057976630063,140.7040317435328,76097000,AAPL
2022-12-12,142.82931518554688,142.8391948209038,139.43872991493555,141.0598800348259,70462700,AAPL
2022-12-13,143.7980499267578,148.2463294293383,142.5821910860748,147.7817301412846,93886200,AAPL
2022-12-14,141.56407165527344,144.97441724772386,139.53762960997418,143.679475696443,82291200,AAPL
2022-12-15,134.93113708496094,140.17022454523527,134.46653782385624,139.48815264772358,98931900,AAPL
2022-12-16,132.96400451660156,136.06791433800984,132.19297064961182,135.11895654021274,160156900,AAPL
2022-12-19,130.84861755371094,133.6460931216457,129.8106976607881,133.5571311451233,79592600,AAPL
2022-12-20,130.77944946289062,131.71852788327385,128.3971445130494,129.87990467683858,77432800,AAPL
2022-12-21,133.89320373535156,135.23757319201226,131.22423917558152,131.45159144947942,85928000,AAPL
2022-12-22,130.7102508544922,133.01347352460496,128.80243995719394,132.80589554186707,77852100,AAPL
2022-12-23,130.344482421875,130.89804371107982,128.14999653723166,129.41528379353238,63814900,AAPL
2022-12-27,128.5355224609375,129.8996665067436,127.24058112280676,129.87001251300126,69007800,AAPL
2022-12-28,124.59137725830078,129.52402325835672,124.42333294025542,128.17965363057965,85438400,AAPL
2022-12-29,128.120361328125,128.98035737968635,126.26197134070487,126.51897766739482,75703700,AAPL
2022-12-30,128.4366455078125,128.45641986166103,125.9653867378923,126.93412645040064,77034200,AAPL
2023-01-03,123.6325225830078,129.39551044224086,122.74286511723292,128.7826411649236,112117500,AAPL
2023-01-04,124.90770721435548,127.18127564102066,123.64241984503865,125.43161455867812,89113600,AAPL
2023-01-05,123.58309936523438,126.30149268134268,123.32609306355886,125.66884902202132,80962700,AAPL
2023-01-06,128.13021850585938,128.79251610668766,123.45458659001618,124.56171667837158,87754700,AAPL
2023-01-09,128.6541290283203,131.87667022454875,128.39712274020837,128.9704583829939,70790800,AAPL
2023-01-10,129.22747802734375,129.75138537718297,126.647474909861,128.76287866678214,63896200,AAPL
2023-01-11,131.9557647705078,131.9755240444425,128.9605906771462,129.74150433319187,69458900,AAPL
2023-01-12,131.87669372558594,132.71691544226815,129.9293341536629,132.3412931209229,71379600,AAPL
2023-01-13,133.2111358642578,133.369300530634,130.14677464113623,130.51251723414498,57809700,AAPL
2023-01-17,134.37757873535156,135.7120534872366,132.58838434758803,133.28033589487055,63646600,AAPL
2023-01-18,133.656005859375,137.016922815115,133.47806679892827,135.2475023487297,69672800,AAPL
2023-01-19,133.71530151367188,134.68403382720132,132.23254150823482,132.53897616267878,58280400,AAPL
2023-01-20,136.285400390625,136.4336854309728,132.67735732670167,133.72517191147224,80223600,AAPL
2023-01-23,139.48817443847656,141.67278077878365,136.3150614449547,136.5325341153351,81760300,AAPL
2023-01-24,140.89186096191406,141.514625019409,138.6874952095744,138.69737484670043,66435100,AAPL
2023-01-25,140.22958374023438,140.79302480696597,137.21463480103895,139.2707308795162,65799300,AAPL
2023-01-26,142.30540466308594,142.59206491599028,140.26906857030244,141.52447606882814,54105100,AAPL
2023-01-27,144.25279235839844,145.53785423534342,141.43555698402906,141.51463933928596,70555800,AAPL
2023-01-30,141.3564453125,143.87714018615392,141.208175354279,143.29392490593287,64015300,AAPL
2023-01-31,142.63162231445312,142.68105066516867,140.64472931637368,141.05990031223735,65874500,AAPL
2023-02-01,143.75851440429688,144.92496009089808,139.69576656602072,142.3153031466788,77663600,AAPL
2023-02-02,149.08660888671875,149.4424568691285,146.4670567100028,147.18866248002928,118339000,AAPL
2023-02-03,152.72427368164062,155.571177590554,146.13093629775682,146.32863460622823,154357300,AAPL
2023-02-06,149.9861297607422,151.34039430836512,149.0470513348308,150.81648692074876,69858300,AAPL
2023-02-07,152.87257385253906,153.44590961879757,148.90866692988584,148.90866692988584,83322600,AAPL
2023-02-08,150.17393493652344,152.80336635897712,149.43255491704016,152.11141469080906,64120100,AAPL
2023-02-09,149.13600158691406,152.55624141902396,148.6911765868534,152.0125597152097,56007100,AAPL
2023-02-10,149.50233459472656,149.82904173966972,147.7302123185839,147.9678216348465,57450700,AAPL
2023-02-13,152.31394958496094,152.71984461594153,149.413195193509,149.44289446147238,62199000,AAPL
2023-02-14,151.67042541503906,152.2347417014366,149.35379194828116,150.60120648274088,61707600,AAPL
2023-02-15,153.7791748046875,153.94747569846558,151.3536388197947,151.58133825179516,65573800,AAPL
2023-02-16,152.1753692626953,154.7692064041291,151.81896289081203,151.97735397330246,68167900,AAPL
2023-02-17,151.02694702148438,151.47245120963535,149.34392280711089,150.8289468385779,59144100,AAPL
2023-02-21,146.99755859375,149.7894107206676,146.92826533516197,148.70038717333577,58867200,AAPL
2023-02-22,147.4232635498047,148.45287338487984,145.6907358158214,147.383654456277,51011300,AAPL
2023-02-23,147.9083709716797,148.83898834448985,145.7699480861059,148.591484366889,48394200,AAPL
2023-02-24,145.2452392578125,145.720442659753,144.26511807901926,145.64123957502227,55469600,AAPL
2023-02-27,146.44314575195312,147.68066559008122,145.97783708430148,146.23525087875586,44998500,AAPL
2023-02-28,145.93826293945312,147.59158785522064,145.36405184371336,145.58185657335414,50547000,AAPL
2023-03-01,143.85922241210938,145.76005131760687,143.56221459109048,145.3640509605452,55479000,AAPL
2023-03-02,144.45321655273438,145.24523225541392,142.46327502261613,142.93849350808966,52238100,AAPL
2023-03-03,149.52210998535156,149.6013130753249,145.85905393614254,146.56195681168307,70732300,AAPL
2023-03-06,152.29415893554688,154.73949959731118,151.92785785960842,152.25454983701871,87558000,AAPL
2023-03-07,150.08642578125,152.49215731620518,149.62111707090608,152.16545023619062,56182000,AAPL
2023-03-08,151.34375,151.93776567756532,150.31413994619248,151.2843514535327,47204800,AAPL
2023-03-09,149.08651733398438,152.99707781485426,148.73011094218796,152.0268662896932,53833600,AAPL
2023-03-10,147.0173797607422,149.43302127956616,146.1362661024609,148.7103138108838,68572400,AAPL
2023-03-13,148.96771240234375,151.61105337476013,146.2253637849075,146.33426615185107,84457100,AAPL
2023-03-14,151.0665283203125,151.86843881288326,148.60139830336453,149.7696098588517,73695900,AAPL
2023-03-15,151.46253967285156,151.71993837140982,148.42318357477492,149.68050801163758,77167900,AAPL
2023-03-16,154.2939910888672,154.89790141964556,150.1260173130943,150.64082983435895,76161100,AAPL
2023-03-17,153.45248413085938,155.17511745555203,152.7396713831552,154.52170325241562,98944600,AAPL
2023-03-20,155.82852172851562,156.24434176719376,152.61096953502098,153.52179760346752,73641400,AAPL
2023-03-21,157.6897430419922,157.80854012474336,154.97709383642948,155.7493201936468,73938300,AAPL
2023-03-22,156.25421142578125,160.52117754091816,156.2344068779623,157.70953600837723,75701800,AAPL
2023-03-23,157.34323120117188,159.9370833205621,156.10571123599644,157.24423866782476,67622100,AAPL
2023-03-24,158.65005493164062,158.73915274100096,156.27402271003157,157.27393337455686,59196500,AAPL
2023-03-27,156.69972229003906,159.1648674270664,156.29381212775743,158.34315238139064,52390300,AAPL
2023-03-28,156.0760040283203,156.9076288835252,154.42267925169685,156.3928163743877,45992200,AAPL
2023-03-29,159.1648712158203,159.44207447801494,157.75905035570605,157.77883979840226,51305700,AAPL
2023-03-30,160.73899841308594,160.84790077737682,159.659884598305,159.9172833200629,49501700,AAPL
2023-03-31,163.2536163330078,163.35262396586768,160.29347845168977,160.8181856716707,68749800,AAPL
2023-04-03,164.5109405517578,164.62973762588464,162.5804125649775,162.62991638134497,56976200,AAPL
2023-04-04,163.97634887695312,165.17425973324032,163.46153634610226,164.9366655701128,46278300,AAPL
2023-04-05,162.125,163.40212898364032,160.1845772758085,163.0952264685397,51511700,AAPL
2023-04-06,163.0160369873047,163.3130448064106,160.38259082111486,160.80829044689202,45390100,AAPL
2023-04-10,160.4122772216797,160.4122772216797,158.48174921205518,159.80836691031573,47716900,AAPL
2023-04-11,159.19456481933594,160.7389872555695,158.90745173956898,160.72909253457362,47644200,AAPL
2023-04-12,158.50157165527344,160.44199460478865,158.18475927615913,159.61038476928212,50133100,AAPL
2023-04-13,163.90704345703125,164.14465273087802,159.80837789845614,160.01628790137767,68445600,AAPL
2023-04-14,163.560546875,164.65946521821587,162.18442526560762,162.94672669437054,49386500,AAPL
2023-04-17,163.580322265625,163.73872843453088,162.39230621171848,163.4417206444433,41516200,AAPL
2023-04-18,164.80796813964844,165.73858561594125,163.99614775175192,164.44166704612937,49923000,AAPL
2023-04-19,165.95639038085938,166.48109766330478,163.8872454167369,164.1446592502392,47720200,AAPL
2023-04-20,164.98617553710938,166.19399637675156,163.9070616233715,164.431768943132,52456400,AAPL
2023-04-21,163.37242126464844,164.7881366917755,162.84771406794957,163.40212053189984,58337300,AAPL
2023-04-24,163.6793212890625,163.94662979672654,162.25369605677815,163.35261424779375,41949600,AAPL
2023-04-25,162.13490295410156,164.64953661232676,162.09529385976796,163.54072367407858,48714100,AAPL
2023-04-26,162.125,163.6298284131595,161.1745931859106,161.43199188421733,45498800,AAPL
2023-04-27,166.72857666015625,166.8770729984066,163.54072434320634,163.54072434320634,64902300,AAPL
2023-04-28,167.98590087890625,168.15421688581486,166.2038842356674,166.80779457565893,55209200,AAPL
2023-05-01,167.8968048095703,168.74821914844807,166.95629265889536,167.5899022757501,52472900,AAPL
2023-05-02,166.8572998046875,168.6492415594711,165.86728374647268,168.3918277162097,48425700,AAPL
2023-05-03,165.77818298339844,169.21353985292495,165.4910849784499,167.80771888799373,65136000,AAPL
2023-05-04,164.1347198486328,165.37223965151196,162.6695006318279,163.243711633137,81235400,AAPL
2023-05-05,171.83706665039062,172.55977402605672,169.055109287866,169.27291399392053,113316400,AAPL
2023-05-08,171.7677459716797,172.1142575536809,170.3916245765101,170.7579255984111,55962800,AAPL
2023-05-09,170.0550537109375,171.80737116626167,169.88675280256177,171.3222729910744,45326900,AAPL
2023-05-10,171.82717895507812,172.29248769554175,170.1837487273319,171.29257694818676,53724500,AAPL
2023-05-11,172.0152587890625,172.8468685009711,170.45103188917147,172.11426641943214,49514700,AAPL
2023-05-12,171.08334350585938,172.56049770571423,169.5268615509656,172.12428581702207,45497800,AAPL
2023-05-15,170.58767700195312,171.71785564660993,169.9928397669383,171.66828335580217,37266700,AAPL
2023-05-16,170.58767700195312,171.64845141401116,170.3199987334625,170.50836436212853,42110300,AAPL
2023-05-17,171.20233154296875,171.4402543357864,168.9518826544196,170.23077817517168,57951600,AAPL
2023-05-18,173.5419921875,173.73035780662187,171.09326939359272,171.50964938607018,65496700,AAPL
2023-05-19,173.65106201171875,174.8704617599002,173.43295602393476,174.8704617599002,55772400,AAPL
2023-05-22,172.69931030273438,173.20492646986477,171.95577135327312,172.48120433403864,43570900,AAPL
2023-05-23,170.08209228515625,171.88642113851677,169.80450555807647,171.63857476595683,50747300,AAPL
2023-05-24,170.35964965820312,170.93465495874622,169.0510289027881,169.61611066863975,45143500,AAPL
2023-05-25,171.49974060058594,172.4018896852921,170.21093674442764,170.92473533776644,56058300,AAPL
2023-05-26,173.91873168945312,174.25581421879875,171.61872545109665,171.826923039006,54835000,AAPL
2023-05-30,175.77259826660156,177.44804166812344,175.0488913092159,175.43553093054112,55964400,AAPL
2023-05-31,175.72305297851562,177.80496826079084,175.23726871202743,175.80236562165695,99625300,AAPL
2023-06-01,178.53857421875,178.56831456742498,175.4057930547119,176.16916396782793,68901800,AAPL
2023-06-02,179.39117431640625,180.21402596420296,177.71573067078862,179.4704869589175,61945900,AAPL
2023-06-05,178.03298950195312,183.3567241860813,176.50624753561252,181.0567179558896,121946500,AAPL
2023-06-06,177.6661834716797,178.56833268525313,175.9015035496613,178.41963092679066,64848400,AAPL
2023-06-07,176.2881317138672,179.64892709288569,175.7924390908418,176.90278572567038,61944600,AAPL
2023-06-08,179.0144500732422,179.28211321134853,175.93124119908015,176.36743802214428,50214900,AAPL
2023-06-09,179.4010772705078,180.6601256166692,179.07391833043295,179.93641863686975,48870700,AAPL
2023-06-12,182.20672607421875,182.3058706706313,179.41102695801453,179.7084456199107,54274900,AAPL
2023-06-13,181.7308349609375,182.5635949733869,180.86833459999627,181.2252339092373,54929100,AAPL
2023-06-14,182.3653564453125,182.8015684779033,180.45198972557984,181.7903510502921,57462900,AAPL
2023-06-15,184.40756225585935,184.91317840758788,182.19677741579343,182.37523462444412,65433200,AAPL
2023-06-16,183.32696533203125,185.3791401358477,182.6825709468553,185.12137027990616,101235600,AAPL
2023-06-20,183.4162139892578,184.4968356108102,182.8213918043196,182.8213918043196,49799100,AAPL
2023-06-21,182.3752593994141,183.8127651610623,181.01705115534045,183.30714894064775,49515700,AAPL
2023-06-22,185.38905334472656,185.43862563579464,182.0877384404729,182.15714267343608,51245300,AAPL
2023-06-23,185.0718231201172,185.94424713129428,183.41621128242684,183.9515678810459,53079300,AAPL
2023-06-26,183.6739654541016,186.4300154782604,183.63430156934749,185.22052415803643,48088700,AAPL
2023-06-27,186.4398956298828,186.76705455649255,184.07048564080364,184.2885915918768,50730800,AAPL
2023-06-28,187.61965942382807,188.26405378835105,185.9838798047539,186.311023626698,51216800,AAPL
2023-06-29,187.9567413330078,188.43261718372244,187.31234691859044,187.45114025988065,46347300,AAPL
2023-06-30,192.29901123046875,192.8046122965116,189.61235036422667,189.9791732182635,85069600,AAPL
2023-07-03,190.8020477294922,192.20981323378055,190.1080658221977,192.11066863921243,31458200,AAPL
2023-07-05,189.68174743652344,191.3175270975779,188.97785723169864,189.919685349564,46920300,AAPL
